venue,format,matches,completed_matches,no_results,ties,draws,batting_first_matches,batting_first_wins,batting_first_win_pct,bowling_first_matches,bowling_first_wins,bowling_first_win_pct,innings_count,total_runs,first_innings_count,first_innings_total_runs,second_innings_count,second_innings_total_runs,total_bowler_wickets,fast_wickets,medium_wickets,off_spin_wickets,leg_spin_wickets,unknown_wickets,avg_score,max_score,min_score,avg_first_innings_score,max_first_innings_score,min_first_innings_score,avg_second_innings_score,max_second_innings_score,min_second_innings_score,fast_wicket_pct,medium_wicket_pct,off_spin_wicket_pct,leg_spin_wicket_pct,pace_wicket_pct,spin_wicket_pct
"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,475,1,265,1,210,18,0,0,0,0,18,237.5,265,210,265.0,265,265,210.0,210,210,0.0,0.0,0.0,0.0,0.0,0.0
"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",T20,10,10,0,0,0,4,4,100.0,6,6,100.0,20,3039,10,1551,10,1488,130,0,0,0,0,130,151.95,196,109,155.1,196,109,148.8,189,112,0.0,0.0,0.0,0.0,0.0,0.0
BKC Ground,T20,12,12,0,0,0,3,3,100.0,9,9,100.0,24,3037,12,1614,12,1423,144,0,0,0,0,144,126.54,213,66,134.5,213,66,118.58,162,70,0.0,0.0,0.0,0.0,0.0,0.0
Blacktown International Sportspark,T20,11,10,1,0,0,5,5,100.0,5,5,100.0,21,2650,11,1395,10,1255,131,0,0,0,0,131,126.19,159,81,126.82,154,81,125.5,159,82,0.0,0.0,0.0,0.0,0.0,0.0
"Blacktown International Sportspark, Sydney",T20,4,4,0,0,0,2,2,100.0,2,2,100.0,8,866,4,466,4,400,51,0,0,0,0,51,108.25,144,88,116.5,144,88,100.0,110,89,0.0,0.0,0.0,0.0,0.0,0.0
"Bloomfield Cricket and Athletic Club Ground, Colombo",T20,5,4,1,0,0,1,1,100.0,3,3,100.0,9,1017,5,555,4,462,58,0,0,0,0,58,113.0,153,52,111.0,153,52,115.5,135,92,0.0,0.0,0.0,0.0,0.0,0.0
Boland Bank Park,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,323,1,160,1,163,13,0,0,0,0,13,161.5,163,160,160.0,160,160,163.0,163,163,0.0,0.0,0.0,0.0,0.0,0.0
Boland Bank Park,T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,192,1,97,1,95,16,0,0,0,0,16,96.0,97,95,97.0,97,97,95.0,95,95,0.0,0.0,0.0,0.0,0.0,0.0
"Boland Bank Park, Paarl",ODI,3,3,0,0,0,2,2,100.0,1,1,100.0,6,822,3,493,3,329,50,0,0,0,0,50,137.0,253,36,164.33,253,36,109.67,156,37,0.0,0.0,0.0,0.0,0.0,0.0
Boland Park,ODI,9,9,0,0,0,5,5,100.0,4,4,100.0,18,3722,9,2186,9,1536,147,0,0,0,0,147,206.78,353,43,242.89,353,130,170.67,249,43,0.0,0.0,0.0,0.0,0.0,0.0
Boland Park,T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,572,2,293,2,279,25,0,0,0,0,25,143.0,147,132,146.5,147,146,139.5,147,132,0.0,0.0,0.0,0.0,0.0,0.0
"Boland Park, Paarl",ODI,4,4,0,0,0,2,2,100.0,2,2,100.0,8,2131,4,1118,4,1013,55,0,0,0,0,55,266.38,296,218,279.5,296,239,253.25,288,218,0.0,0.0,0.0,0.0,0.0,0.0
"Boland Park, Paarl",T20,55,55,0,0,0,29,29,100.0,26,26,100.0,110,16452,55,8713,55,7739,637,0,0,0,0,637,149.56,211,49,158.42,211,81,140.71,202,49,0.0,0.0,0.0,0.0,0.0,0.0
"Botkyrka Cricket Center, Stockholm",T20,17,16,0,1,0,6,6,100.0,10,10,100.0,36,4562,17,2397,17,2130,241,0,0,0,0,241,126.72,179,14,141.0,179,86,125.29,168,72,0.0,0.0,0.0,0.0,0.0,0.0
Botswana Cricket Association Oval 1,T20,8,8,0,0,0,2,2,100.0,6,6,100.0,16,1447,8,822,8,625,71,0,0,0,0,71,90.44,164,40,102.75,164,49,78.12,117,40,0.0,0.0,0.0,0.0,0.0,0.0
"Botswana Cricket Association Oval 1, Gaborone",T20,79,79,0,0,0,44,44,100.0,35,35,100.0,158,13467,79,8679,79,4788,1019,0,0,0,0,1019,85.23,288,17,109.86,288,17,60.61,120,17,0.0,0.0,0.0,0.0,0.0,0.0
Botswana Cricket Association Oval 2,T20,4,4,0,0,0,2,2,100.0,2,2,100.0,8,642,4,383,4,259,41,0,0,0,0,41,80.25,157,25,95.75,157,25,64.75,92,26,0.0,0.0,0.0,0.0,0.0,0.0
"Botswana Cricket Association Oval 2, Gaborone",T20,53,53,0,0,0,32,32,100.0,21,21,100.0,106,9434,53,6327,53,3107,721,0,0,0,0,721,89.0,247,13,119.38,247,18,58.62,131,13,0.0,0.0,0.0,0.0,0.0,0.0
"Boughton Hall Cricket Club Ground, Chester",T20,3,3,0,0,0,0,0,0.0,3,3,100.0,6,647,3,359,3,288,33,0,0,0,0,33,107.83,160,36,119.67,159,90,96.0,160,36,0.0,0.0,0.0,0.0,0.0,0.0
Brabourne Stadium,ODI,16,16,0,0,0,10,10,100.0,6,6,100.0,32,6206,16,3495,16,2711,247,0,0,0,0,247,193.94,377,80,218.44,377,80,169.44,251,83,0.0,0.0,0.0,0.0,0.0,0.0
Brabourne Stadium,T20,18,18,0,0,0,8,8,100.0,10,10,100.0,36,5923,18,3067,18,2856,200,0,0,0,0,200,164.53,212,96,170.39,212,96,158.67,208,97,0.0,0.0,0.0,0.0,0.0,0.0
Brabourne Stadium,Test,1,1,0,0,0,0,0,0.0,1,1,100.0,3,1428,1,393,1,726,29,0,0,0,0,29,476.0,726,309,393.0,393,393,726.0,726,726,0.0,0.0,0.0,0.0,0.0,0.0
"Brabourne Stadium, Mumbai",T20,35,35,0,0,0,19,19,100.0,16,16,100.0,70,11783,35,6132,35,5651,431,0,0,0,0,431,168.33,223,68,175.2,223,68,161.46,211,72,0.0,0.0,0.0,0.0,0.0,0.0
Bradman Oval,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,844,2,495,2,349,23,0,0,0,0,23,211.0,275,127,247.5,275,220,174.5,222,127,0.0,0.0,0.0,0.0,0.0,0.0
"Bradman Oval, Bowral",Test,1,1,0,0,0,0,0,0.0,1,1,100.0,4,773,1,154,1,244,33,0,0,0,0,33,193.25,244,144,154.0,154,154,244.0,244,244,0.0,0.0,0.0,0.0,0.0,0.0
Bready,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,343,1,171,1,172,11,0,0,0,0,11,171.5,172,171,171.0,171,171,172.0,172,172,0.0,0.0,0.0,0.0,0.0,0.0
"Bready Cricket Club, Magheramason",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,512,1,254,1,258,15,0,0,0,0,15,256.0,258,254,254.0,254,254,258.0,258,258,0.0,0.0,0.0,0.0,0.0,0.0
"Bready Cricket Club, Magheramason",T20,4,4,0,0,0,2,2,100.0,2,2,100.0,8,999,4,521,4,478,48,0,0,0,0,48,124.88,169,48,130.25,169,54,119.5,167,48,0.0,0.0,0.0,0.0,0.0,0.0
"Bready Cricket Club, Magheramason, Bready",ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1472,3,767,3,705,42,0,0,0,0,42,245.33,270,193,255.67,269,241,235.0,270,193,0.0,0.0,0.0,0.0,0.0,0.0
"Bready Cricket Club, Magheramason, Bready",T20,27,22,4,1,0,14,14,100.0,8,8,100.0,51,6784,27,3851,24,2933,314,0,0,0,0,314,133.02,256,16,142.63,256,16,122.21,198,28,0.0,0.0,0.0,0.0,0.0,0.0
"Brian Lara Stadium, Tarouba",T20,33,32,1,0,0,13,13,100.0,19,19,100.0,65,8819,33,4549,32,4270,384,0,0,0,0,384,135.68,185,46,137.85,185,46,133.44,169,56,0.0,0.0,0.0,0.0,0.0,0.0
"Brian Lara Stadium, Tarouba, Trinidad",ODI,4,4,0,0,0,2,2,100.0,2,2,100.0,8,1807,4,1096,4,711,58,0,0,0,0,58,225.88,351,92,274.0,351,171,177.75,284,92,0.0,0.0,0.0,0.0,0.0,0.0
"Brian Lara Stadium, Tarouba, Trinidad",T20,36,35,0,1,0,14,14,100.0,21,21,100.0,74,10027,36,5222,36,4781,463,0,0,0,0,463,135.5,267,5,145.06,267,40,132.81,197,41,0.0,0.0,0.0,0.0,0.0,0.0
"Brian Lara Stadium, Tarouba, Trinidad",Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,894,1,311,1,282,40,0,0,0,0,40,223.5,311,120,311.0,311,311,282.0,282,282,0.0,0.0,0.0,0.0,0.0,0.0
Brisbane Cricket Ground,ODI,2,2,0,0,0,2,2,100.0,0,0,0.0,4,1073,2,558,2,515,29,0,0,0,0,29,268.25,303,231,279.0,303,255,257.5,284,231,0.0,0.0,0.0,0.0,0.0,0.0
Brisbane Cricket Ground,T20,6,6,0,0,0,2,2,100.0,4,4,100.0,12,1843,6,917,6,926,84,0,0,0,0,84,153.58,175,130,152.83,174,130,154.33,175,131,0.0,0.0,0.0,0.0,0.0,0.0
Brisbane Cricket Ground,Test,2,2,0,0,0,0,0,0.0,2,2,100.0,7,2342,2,722,2,921,67,0,0,0,0,67,334.57,585,76,361.0,369,353,460.5,585,336,0.0,0.0,0.0,0.0,0.0,0.0
"Brisbane Cricket Ground, Woolloongabba",ODI,26,22,4,0,0,10,10,100.0,12,12,100.0,51,11581,26,6370,25,5211,373,0,0,0,0,373,227.08,324,43,245.0,324,74,208.44,309,43,0.0,0.0,0.0,0.0,0.0,0.0
"Brisbane Cricket Ground, Woolloongabba",T20,48,46,1,1,0,18,18,100.0,28,28,100.0,98,14736,48,7701,48,6998,566,0,0,0,0,566,150.37,210,10,160.44,209,88,145.79,210,10,0.0,0.0,0.0,0.0,0.0,0.0
"Brisbane Cricket Ground, Woolloongabba",Test,14,12,0,0,2,7,7,100.0,5,5,100.0,51,15232,14,5226,14,4556,419,0,0,0,0,419,298.67,602,19,373.29,602,144,325.43,580,136,0.0,0.0,0.0,0.0,0.0,0.0
"Brisbane Cricket Ground, Woolloongabba, Brisbane",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,425,1,211,1,214,15,0,0,0,0,15,212.5,214,211,211.0,211,211,214.0,214,214,0.0,0.0,0.0,0.0,0.0,0.0
"Brisbane Cricket Ground, Woolloongabba, Brisbane",T20,31,30,1,0,0,19,19,100.0,11,11,100.0,61,10102,31,5313,30,4789,398,0,0,0,0,398,165.61,258,52,171.39,257,52,159.63,258,64,0.0,0.0,0.0,0.0,0.0,0.0
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Test,6,4,0,0,2,1,1,100.0,3,3,100.0,24,5439,6,1712,6,2112,187,0,0,0,0,187,226.62,511,8,285.33,445,147,352.0,511,218,0.0,0.0,0.0,0.0,0.0,0.0
Buffalo Park,ODI,8,8,0,0,0,5,5,100.0,3,3,100.0,16,3434,8,1871,8,1563,118,0,0,0,0,118,214.62,369,122,233.88,369,122,195.38,304,124,0.0,0.0,0.0,0.0,0.0,0.0
Buffalo Park,T20,7,7,0,0,0,4,4,100.0,3,3,100.0,14,2058,7,1086,7,972,86,0,0,0,0,86,147.0,178,100,155.14,178,116,138.86,176,100,0.0,0.0,0.0,0.0,0.0,0.0
"Buffalo Park, East London",ODI,7,6,1,0,0,4,4,100.0,2,2,100.0,14,2830,7,1716,7,1114,88,0,0,0,0,88,202.14,335,23,245.14,335,142,159.14,287,23,0.0,0.0,0.0,0.0,0.0,0.0
"Buffalo Park, East London",T20,26,20,5,1,0,9,9,100.0,11,11,100.0,47,6107,26,3344,21,2763,239,0,0,0,0,239,129.94,217,4,128.62,216,4,131.57,217,74,0.0,0.0,0.0,0.0,0.0,0.0
Bulawayo Athletic Club,ODI,6,6,0,0,0,3,3,100.0,3,3,100.0,12,2781,6,1550,6,1231,92,0,0,0,0,92,231.75,349,91,258.33,349,91,205.17,285,92,0.0,0.0,0.0,0.0,0.0,0.0
Bulawayo Athletic Club,T20,9,9,0,0,0,2,2,100.0,7,7,100.0,18,2490,9,1308,9,1182,118,0,0,0,0,118,138.33,201,69,145.33,201,87,131.33,186,69,0.0,0.0,0.0,0.0,0.0,0.0
"Bundaberg Rum Stadium, Cairns",ODI,2,2,0,0,0,0,0,0.0,2,2,100.0,4,507,2,252,2,255,23,0,0,0,0,23,126.75,148,105,126.0,147,105,127.5,148,107,0.0,0.0,0.0,0.0,0.0,0.0
C B Patel Ground,T20,24,24,0,0,0,7,7,100.0,17,17,100.0,48,6229,24,3255,24,2974,289,0,0,0,0,289,129.77,207,63,135.62,207,63,123.92,174,65,0.0,0.0,0.0,0.0,0.0,0.0
Camberwell Sports Ground,T20,5,5,0,0,0,2,2,100.0,3,3,100.0,10,1215,5,628,5,587,73,0,0,0,0,73,121.5,133,92,125.6,133,112,117.4,132,92,0.0,0.0,0.0,0.0,0.0,0.0
Cambusdoon New Ground,ODI,1,0,1,0,0,0,0,0.0,0,0,0.0,2,172,1,141,1,31,9,0,0,0,0,9,86.0,141,31,141.0,141,141,31.0,31,31,0.0,0.0,0.0,0.0,0.0,0.0
"Cambusdoon New Ground, Ayr",ODI,2,2,0,0,0,2,2,100.0,0,0,0.0,4,735,2,419,2,316,40,0,0,0,0,40,183.75,220,136,209.5,220,199,158.0,180,136,0.0,0.0,0.0,0.0,0.0,0.0
Captain Roop Singh Stadium,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,1164,2,656,2,508,23,0,0,0,0,23,291.0,401,248,328.0,401,255,254.0,260,248,0.0,0.0,0.0,0.0,0.0,0.0
"Captain Roop Singh Stadium, Gwalior",ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,529,1,283,1,246,14,0,0,0,0,14,264.5,283,246,283.0,283,283,246.0,246,246,0.0,0.0,0.0,0.0,0.0,0.0
Carisbrook,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,523,1,259,1,264,11,0,0,0,0,11,261.5,264,259,259.0,259,259,264.0,264,264,0.0,0.0,0.0,0.0,0.0,0.0
Carrara Oval,T20,24,23,1,0,0,12,12,100.0,11,11,100.0,47,6894,24,3670,23,3224,314,0,0,0,0,314,146.68,214,87,152.92,214,108,140.17,194,87,0.0,0.0,0.0,0.0,0.0,0.0
Carrara Oval,Test,1,0,0,0,1,0,0,0.0,0,0,0.0,4,789,1,377,1,241,22,0,0,0,0,22,197.25,377,36,377.0,377,377,241.0,241,241,0.0,0.0,0.0,0.0,0.0,0.0
"Casey Fields No 4, Melbourne",T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,251,1,123,1,128,6,0,0,0,0,6,125.5,128,123,123.0,123,123,128.0,128,128,0.0,0.0,0.0,0.0,0.0,0.0
Casey Fields No. 4,T20,6,6,0,0,0,1,1,100.0,5,5,100.0,12,1381,6,697,6,684,72,0,0,0,0,72,115.08,144,90,116.17,144,90,114.0,125,91,0.0,0.0,0.0,0.0,0.0,0.0
Castle Avenue,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1677,3,934,3,743,36,0,0,0,0,36,279.5,381,185,311.33,381,261,247.67,294,185,0.0,0.0,0.0,0.0,0.0,0.0
"Castle Avenue, Dublin",ODI,8,7,1,0,0,4,4,100.0,3,3,100.0,15,3247,8,2138,7,1109,100,0,0,0,0,100,216.47,385,69,267.25,385,69,158.43,221,70,0.0,0.0,0.0,0.0,0.0,0.0
"Castle Avenue, Dublin",T20,12,11,1,0,0,3,3,100.0,8,8,100.0,23,3556,12,1897,11,1659,144,0,0,0,0,144,154.61,199,99,158.08,199,103,150.82,195,99,0.0,0.0,0.0,0.0,0.0,0.0
Castle Park Cricket Ground,T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,355,1,209,1,146,15,0,0,0,0,15,177.5,209,146,209.0,209,209,146.0,146,146,0.0,0.0,0.0,0.0,0.0,0.0
Cazaly's Stadium,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,343,1,171,1,172,14,0,0,0,0,14,171.5,172,171,171.0,171,171,172.0,172,172,0.0,0.0,0.0,0.0,0.0,0.0
"Cazaly's Stadium, Cairns",ODI,4,4,0,0,0,3,3,100.0,1,1,100.0,8,1745,4,990,4,755,69,0,0,0,0,69,218.12,296,82,247.5,296,195,188.75,242,82,0.0,0.0,0.0,0.0,0.0,0.0
"Cazaly's Stadium, Cairns",T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,655,2,338,2,317,28,0,0,0,0,28,163.75,173,144,169.0,172,166,158.5,173,144,0.0,0.0,0.0,0.0,0.0,0.0
Central Broward Regional Park Stadium Turf Ground,ODI,5,5,0,0,0,3,3,100.0,2,2,100.0,10,1879,5,1028,5,851,83,0,0,0,0,83,187.9,260,115,205.6,260,121,170.2,233,115,0.0,0.0,0.0,0.0,0.0,0.0
Central Broward Regional Park Stadium Turf Ground,T20,25,24,1,0,0,17,17,100.0,7,7,100.0,50,7193,25,3936,25,3257,306,0,0,0,0,306,143.86,245,15,157.44,245,81,130.28,244,15,0.0,0.0,0.0,0.0,0.0,0.0
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",ODI,6,5,0,1,0,4,4,100.0,1,1,100.0,14,2912,6,1635,6,1250,97,0,0,0,0,97,208.0,361,13,272.5,361,212,208.33,284,108,0.0,0.0,0.0,0.0,0.0,0.0
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",T20,19,19,0,0,0,11,11,100.0,8,8,100.0,38,5681,19,2990,19,2691,236,0,0,0,0,236,149.5,243,44,157.37,243,82,141.63,233,44,0.0,0.0,0.0,0.0,0.0,0.0
"Centre for Cricket Development Ground, Windhoek",T20,10,10,0,0,0,6,6,100.0,4,4,100.0,20,1791,10,961,10,830,126,0,0,0,0,126,89.55,156,40,96.1,156,41,83.0,131,40,0.0,0.0,0.0,0.0,0.0,0.0
Chaudhry Bansi Lal Cricket Stadium,T20,4,4,0,0,0,3,3,100.0,1,1,100.0,8,1194,4,640,4,554,50,0,0,0,0,50,149.25,209,86,160.0,209,121,138.5,167,86,0.0,0.0,0.0,0.0,0.0,0.0
Chevrolet Park,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,950,2,581,2,369,28,0,0,0,0,28,237.5,315,179,290.5,315,266,184.5,190,179,0.0,0.0,0.0,0.0,0.0,0.0
"Chevrolet Park, Bloemfontein",T20,10,10,0,0,0,3,3,100.0,7,7,100.0,20,2794,10,1442,10,1352,90,0,0,0,0,90,139.7,208,121,144.2,208,121,135.2,153,122,0.0,0.0,0.0,0.0,0.0,0.0
Chilaw Marians Cricket Club Ground,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,510,1,253,1,257,12,0,0,0,0,12,255.0,257,253,253.0,253,253,257.0,257,257,0.0,0.0,0.0,0.0,0.0,0.0
Chilaw Marians Cricket Club Ground,T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,261,1,156,1,105,20,0,0,0,0,20,130.5,156,105,156.0,156,156,105.0,105,105,0.0,0.0,0.0,0.0,0.0,0.0
Chittagong Divisional Stadium,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1289,3,682,3,607,43,0,0,0,0,43,214.83,309,178,227.33,309,178,202.33,231,180,0.0,0.0,0.0,0.0,0.0,0.0
Chittagong Divisional Stadium,Test,2,2,0,0,0,2,2,100.0,0,0,0.0,7,2158,2,967,2,467,61,0,0,0,0,61,308.29,583,119,483.5,583,384,233.5,259,208,0.0,0.0,0.0,0.0,0.0,0.0
"Choice Moosa Stadium, Pearland",ODI,2,2,0,0,0,2,2,100.0,0,0,0.0,4,1005,2,610,2,395,32,0,0,0,0,32,251.25,310,189,305.0,310,300,197.5,206,189,0.0,0.0,0.0,0.0,0.0,0.0
"Church of Ireland Young Men's Society Cricket Club Ground, Belfast",T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,247,1,123,1,124,8,0,0,0,0,8,123.5,124,123,123.0,123,123,124.0,124,124,0.0,0.0,0.0,0.0,0.0,0.0
"Church Street Park, Morrisville",T20,14,13,1,0,0,2,2,100.0,11,11,100.0,28,4040,14,2158,14,1882,173,0,0,0,0,173,144.29,203,55,154.14,203,108,134.43,195,55,0.0,0.0,0.0,0.0,0.0,0.0
City Oval,T20,2,2,0,0,0,0,0,0.0,2,2,100.0,4,534,2,266,2,268,16,0,0,0,0,16,133.5,139,128,133.0,138,128,134.0,139,129,0.0,0.0,0.0,0.0,0.0,0.0
"City Oval, Pietermaritzburg",ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,951,2,564,2,387,25,0,0,0,0,25,237.75,311,130,282.0,311,253,193.5,257,130,0.0,0.0,0.0,0.0,0.0,0.0
"City Oval, Pietermaritzburg",T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,675,2,336,2,339,19,0,0,0,0,19,168.75,191,148,168.0,185,151,169.5,191,148,0.0,0.0,0.0,0.0,0.0,0.0
"Civil Service Cricket Club, Stormont",ODI,15,12,3,0,0,5,5,100.0,7,7,100.0,27,4979,15,2677,12,2302,183,0,0,0,0,183,184.41,301,18,178.47,301,18,191.83,263,112,0.0,0.0,0.0,0.0,0.0,0.0
"Civil Service Cricket Club, Stormont",T20,7,7,0,0,0,1,1,100.0,6,6,100.0,14,1437,7,748,7,689,95,0,0,0,0,95,102.64,190,53,106.86,190,53,98.43,124,54,0.0,0.0,0.0,0.0,0.0,0.0
"Civil Service Cricket Club, Stormont, Belfast",ODI,11,10,1,0,0,4,4,100.0,6,6,100.0,21,4219,11,2465,10,1754,166,0,0,0,0,166,200.9,320,45,224.09,320,122,175.4,261,45,0.0,0.0,0.0,0.0,0.0,0.0
"Civil Service Cricket Club, Stormont, Belfast",T20,20,19,1,0,0,13,13,100.0,6,6,100.0,39,5331,20,2997,19,2334,286,0,0,0,0,286,136.69,189,42,149.85,189,87,122.84,180,42,0.0,0.0,0.0,0.0,0.0,0.0
"Civil Service Cricket Club, Stormont, Belfast",Test,2,2,0,0,0,1,1,100.0,1,1,100.0,7,1716,2,700,2,429,63,0,0,0,0,63,245.14,490,158,350.0,490,210,214.5,250,179,0.0,0.0,0.0,0.0,0.0,0.0
"Clayton Panama, Panama City",T20,7,7,0,0,0,3,3,100.0,4,4,100.0,14,1411,7,822,7,589,87,0,0,0,0,87,100.79,174,50,117.43,174,71,84.14,109,50,0.0,0.0,0.0,0.0,0.0,0.0
"Clifton Park Ground, York",T20,3,3,0,0,0,1,1,100.0,2,2,100.0,6,792,3,401,3,391,32,0,0,0,0,32,132.0,175,66,133.67,175,66,130.33,163,67,0.0,0.0,0.0,0.0,0.0,0.0
Clontarf Cricket Club Ground,ODI,12,10,1,1,0,4,4,100.0,6,6,100.0,23,4618,12,2509,11,2109,164,0,0,0,0,164,200.78,328,84,209.08,328,84,191.73,275,117,0.0,0.0,0.0,0.0,0.0,0.0
"Clontarf Cricket Club Ground, Dublin",ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,359,1,219,1,140,18,0,0,0,0,18,179.5,219,140,219.0,219,219,140.0,140,140,0.0,0.0,0.0,0.0,0.0,0.0
"Clontarf Cricket Club Ground, Dublin",T20,3,3,0,0,0,1,1,100.0,2,2,100.0,6,923,3,465,3,458,37,0,0,0,0,37,153.83,171,131,155.0,168,142,152.67,171,131,0.0,0.0,0.0,0.0,0.0,0.0
Cobham Oval (New),ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,1100,2,620,2,480,28,0,0,0,0,28,275.0,372,231,310.0,372,248,240.0,249,231,0.0,0.0,0.0,0.0,0.0,0.0
"Cobham Oval (New), Whangarei",T20,2,2,0,0,0,0,0,0.0,2,2,100.0,4,306,2,150,2,156,26,0,0,0,0,26,76.5,105,46,75.0,104,46,78.0,105,51,0.0,0.0,0.0,0.0,0.0,0.0
College Field,T20,5,5,0,0,0,2,2,100.0,3,3,100.0,10,1127,5,603,5,524,70,0,0,0,0,70,112.7,149,76,120.6,149,99,104.8,136,76,0.0,0.0,0.0,0.0,0.0,0.0
"College Field, St Peter Port",T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,319,1,178,1,141,11,0,0,0,0,11,159.5,178,141,178.0,178,178,141.0,141,141,0.0,0.0,0.0,0.0,0.0,0.0
College Ground,T20,12,8,3,1,0,3,3,100.0,5,5,100.0,21,3400,12,1937,9,1463,146,0,0,0,0,146,161.9,212,96,161.42,212,96,162.56,186,117,0.0,0.0,0.0,0.0,0.0,0.0
"College Ground, Cheltenham",T20,7,7,0,0,0,4,4,100.0,3,3,100.0,14,2132,7,1202,7,930,97,0,0,0,0,97,152.29,206,29,171.71,206,132,132.86,189,29,0.0,0.0,0.0,0.0,0.0,0.0
Colombo Cricket Club Ground,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,993,3,581,3,412,39,0,0,0,0,39,165.5,271,82,193.67,271,144,137.33,185,82,0.0,0.0,0.0,0.0,0.0,0.0
Colombo Cricket Club Ground,T20,17,17,0,0,0,4,4,100.0,13,13,100.0,34,4257,17,2232,17,2025,220,0,0,0,0,220,125.21,174,55,131.29,172,66,119.12,174,55,0.0,0.0,0.0,0.0,0.0,0.0
Colts Cricket Club Ground,T20,3,2,1,0,0,1,1,100.0,1,1,100.0,5,397,3,226,2,171,29,0,0,0,0,29,79.4,101,49,75.33,101,49,85.5,94,77,0.0,0.0,0.0,0.0,0.0,0.0
"Colts Cricket Club Ground, Colombo",T20,18,17,1,0,0,6,6,100.0,11,11,100.0,36,4481,18,2401,18,2080,249,0,0,0,0,249,124.47,225,31,133.39,225,57,115.56,176,31,0.0,0.0,0.0,0.0,0.0,0.0
Coolidge Cricket Ground,T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,261,1,154,1,107,16,0,0,0,0,16,130.5,154,107,154.0,154,154,107.0,107,107,0.0,0.0,0.0,0.0,0.0,0.0
"Coolidge Cricket Ground, Antigua",ODI,7,7,0,0,0,2,2,100.0,5,5,100.0,14,2320,7,1253,7,1067,92,0,0,0,0,92,165.71,308,120,179.0,308,120,152.43,209,121,0.0,0.0,0.0,0.0,0.0,0.0
"Coolidge Cricket Ground, Antigua",T20,12,11,0,1,0,7,7,100.0,4,4,100.0,26,3137,12,1843,12,1258,152,0,0,0,0,152,120.65,245,14,153.58,245,64,104.83,142,37,0.0,0.0,0.0,0.0,0.0,0.0
County Ground,ODI,41,40,1,0,0,22,22,100.0,18,18,100.0,82,17384,41,9551,41,7833,592,0,0,0,0,592,212.0,373,16,232.95,373,101,191.05,359,16,0.0,0.0,0.0,0.0,0.0,0.0
County Ground,T20,219,208,9,2,0,106,106,100.0,102,102,100.0,431,67891,219,36120,212,31771,2707,0,0,0,0,2707,157.52,249,10,164.93,249,41,149.86,226,10,0.0,0.0,0.0,0.0,0.0,0.0
"County Ground, Bristol",ODI,8,6,2,0,0,2,2,100.0,4,4,100.0,14,3288,8,2008,6,1280,100,0,0,0,0,100,234.86,337,165,251.0,337,166,213.33,267,165,0.0,0.0,0.0,0.0,0.0,0.0
"County Ground, Bristol",T20,55,54,1,0,0,24,24,100.0,30,30,100.0,109,16589,55,8729,54,7860,690,0,0,0,0,690,152.19,235,62,158.71,235,62,145.56,204,74,0.0,0.0,0.0,0.0,0.0,0.0
"County Ground, Bristol",Test,1,0,0,0,1,0,0,0.0,0,0,0.0,3,971,1,396,1,231,27,0,0,0,0,27,323.67,396,231,396.0,396,396,231.0,231,231,0.0,0.0,0.0,0.0,0.0,0.0
"County Ground, Chelmsford",ODI,4,3,1,0,0,2,2,100.0,1,1,100.0,8,1919,4,1141,4,778,58,0,0,0,0,58,239.88,320,65,285.25,319,246,194.5,320,65,0.0,0.0,0.0,0.0,0.0,0.0
